timestamp,staleness,product_count,cpu
1675592100,0,0,75.0
1675592103,0,0,22.8
1675592106,0,0,33.3
1675592109,0,0,27.8
1675592112,0,0,0.7
1675592115,0,0,0.5
1675592118,0,0,0.2
1675592121,0,0,0.5
1675592124,0,0,0.5
1675592127,0,0,0.5
1675592130,0,12000,1.0
1675592133,0,36000,0.7
1675592136,0,85998,0.7
1675592139,0,150000,0.3
1675592142,0,234000,0.7
1675592145,0,318999,0.5
1675592148,0,403499,0.3
1675592151,0,487998,0.7
1675592154,0,571499,0.5
1675592157,0,656997,0.5
1675592160,0,736496,1.0
1675592163,0,825499,0.5
1675592166,0,909000,0.5
1675592169,0,994498,1.0
1675592172,0,1078498,0.5
1675592175,0,1162498,0.3
1675592178,0,1243499,0.8
1675592181,0,1331497,0.8
1675592184,0,1415497,5.0
1675592187,0,1500496,11.9
1675592190,0,1582995,21.6
1675592193,0,1667996,16.1
1675592196,0,1752995,18.1
1675592199,0,1835997,11.0
1675592202,0,1922494,8.9
1675592205,0,2004996,3.0
1675592208,0,2088496,0.8
1675592211,0,2174998,0.5
1675592214,0,2257997,0.5
1675592217,0,2344498,0.3
1675592220,0,2428997,0.7
1675592223,0,2510495,1.0
1675592226,0,2592996,0.7
1675592229,0,2673496,1.0
1675592232,0,2765996,0.7
1675592235,0,2849497,1.0
1675592238,0,2932993,0.3
1675592241,0,3020000,0.5
1675592244,0,3104000,0.7
1675592247,0,3187994,0.3
1675592250,0,3272000,0.5
1675592253,0,3356000,0.3
1675592256,0,3440000,0.8
1675592259,0,3524500,0.7
1675592262,0,3608999,0.5
1675592265,0,3692496,0.7
1675592268,0,3776999,0.8
1675592271,0,3860999,0.3
1675592274,0,3942996,1.0
1675592277,0,4026496,0.8
1675592280,0,4116000,0.5
1675592283,0,4200000,0.7
1675592286,0,4284000,0.5
1675592289,0,4368000,0.5
1675592292,0,4439485,0.5
1675592296,0,4536000,0.5
1675592299,0,4620000,0.7
1675592302,0,4704000,0.7
1675592305,0,4788000,0.8
1675592308,0,4872000,0.2
1675592311,0,4956000,0.7
1675592314,0,5040000,0.5
1675592317,0,5124000,0.3
1675592320,0,5208000,0.8
1675592323,0,5292000,0.5
1675592326,0,5376000,0.7
1675592329,0,5460000,0.7
1675592332,0,5544000,0.7
1675592335,0,5628000,0.7
1675592338,0,5712000,0.5
1675592341,0,5796000,0.7
1675592344,0,5880000,1.0
1675592347,0,5964500,0.8
1675592350,0,6048999,0.3
1675592353,0,6132999,0.8
