timestamp,staleness,product_count,cpu
1675525719,0,0,66.7
1675525722,0,0,32.4
1675525725,0,0,33.3
1675525728,0,0,18.3
1675525731,0,0,0.8
1675525734,0,0,0.7
1675525737,0,0,0.8
1675525740,0,0,0.7
1675525743,0,0,0.5
1675525746,0,0,0.3
1675525749,0,24498,1.0
1675525752,0,62999,0.8
1675525755,0,125998,0.8
1675525758,0,208999,0.8
1675525761,0,294500,0.8
1675525764,0,378999,0.8
1675525767,0,461996,0.3
1675525770,0,546500,0.3
1675525773,0,630999,1.3
1675525776,0,716000,0.7
1675525779,0,800000,0.7
1675525782,0,882999,1.0
1675525785,0,966997,0.3
1675525788,0,1052000,0.7
1675525791,0,1136000,9.0
1675525794,0,1219499,15.0
1675525797,0,1300985,20.9
1675525800,0,1388000,22.7
1675525803,0,1472000,12.7
1675525806,0,1556500,12.3
1675525809,0,1640000,4.3
1675525812,0,1724500,0.8
1675525815,0,1808000,0.5
1675525818,0,1892999,0.8
1675525821,0,1976999,0.3
1675525824,0,2059495,0.5
1675525827,0,2145499,0.3
1675525830,0,2228496,1.0
1675525833,0,2316498,1.0
1675525836,0,2400498,0.5
1675525839,0,2480999,1.0
1675525842,0,2569497,1.0
1675525845,0,2650995,1.0
1675525848,0,2733988,1.5
1675525851,0,2822496,0.2
1675525854,0,2905998,0.5
1675525857,0,2990998,1.0
1675525860,0,3074996,0.3
1675525863,0,3160498,0.7
1675525866,0,3241497,0.3
1675525869,0,3327998,1.0
1675525872,0,3412494,0.5
1675525875,0,3496496,0.8
1675525878,0,3580496,0.8
1675525881,0,3666498,0.8
1675525884,0,3750999,0.7
1675525887,0,3824989,0.3
1675525890,0,3919499,0.5
1675525893,0,4003499,1.0
1675525896,0,4083993,0.7
1675525899,0,4172000,0.5
1675525902,0,4248993,0.5
1675525905,0,4340500,0.7
1675525908,0,4418992,0.5
1675525911,0,4508999,1.0
1675525914,0,4592999,0.3
1675525917,0,4676999,0.8
1675525920,0,4760999,1.5
1675525923,0,4844999,0.7
1675525926,0,4929499,0.5
1675525929,0,5013998,1.3
1675525932,0,5098000,0.5
1675525935,0,5181998,0.5
1675525938,0,5266000,0.3
1675525941,0,5349499,0.5
1675525945,0,5434000,0.8
1675525948,0,5518000,0.7
1675525951,0,5594991,0.7
1675525954,0,5686000,0.8
1675525957,0,5761992,0.5
1675525960,0,5854000,0.5
1675525963,0,5938000,1.2
1675525966,0,6021998,0.3
1675525969,0,6106500,0.7
1675525972,0,6190000,0.5
1675525975,0,6274500,0.7
1675525978,0,6358999,0.5
1675525981,0,6442490,0.5
1675525984,0,6527500,0.3
1675525987,0,6611499,0.8
1675525990,0,6696498,0.8
1675525993,0,6780498,1.0
1675525996,0,6865497,0.8
1675525999,0,6948997,0.7
1675526002,0,7034496,0.7
1675526005,0,7116997,0.7
1675526008,0,7201998,0.3
1675526011,0,7287495,1.3
1675526014,0,7371994,0.7
1675526017,0,7445990,0.2
1675526020,0,7539998,0.8
1675526023,0,7623996,0.3
1675526026,0,7708000,0.8
1675526029,0,7792000,0.8
1675526032,0,7875493,0.5
1675526035,0,7960000,0.5
1675526038,0,8044000,0.7
1675526041,0,8124995,0.7
1675526044,0,8212000,0.2
1675526047,0,8296000,0.7
1675526050,0,8379998,0.7
1675526053,0,8464000,0.5
1675526056,0,8548000,0.7
1675526059,0,8632500,0.5
1675526062,0,8715990,0.8
1675526065,0,8800999,0.5
1675526068,0,8884999,1.0
1675526071,0,8968999,0.7
1675526074,0,9052999,0.7
1675526077,0,9136999,0.8
1675526080,0,9221998,1.0
1675526083,0,9306000,1.0
1675526086,0,9371480,1.0
1675526089,0,9473998,0.3
1675526092,0,9556999,0.8
1675526095,0,9642000,1.0
1675526098,0,9726000,0.5
1675526101,0,9810000,0.7
1675526104,0,9894500,3.2
1675526107,0,9978999,15.5
1675526110,0,10060999,23.8
1675526113,0,10146999,20.7
1675526116,0,10230999,15.8
1675526119,0,10314999,13.0
1675526122,0,10398997,6.7
1675526125,0,10483499,0.8
1675526128,0,10561987,0.7
1675526131,0,10652000,1.0
1675526134,0,10736000,0.8
1675526137,0,10820000,0.5
1675526140,0,10904000,6.3
1675526143,0,10988500,2.8
1675526146,0,11072999,1.7
1675526149,0,11156999,0.7
1675526152,0,11238991,0.5
1675526155,0,11324999,0.5
1675526158,0,11408999,0.8
1675526161,0,11493998,0.5
1675526164,0,11576999,0.8
1675526167,0,11661999,0.7
1675526170,0,11746498,1.5
1675526173,0,11830997,0.8
1675526176,0,11914999,0.7
1675526179,0,11998999,0.3
1675526182,0,12082999,1.0
1675526185,0,12166999,0.7
1675526188,0,12251998,0.7
1675526191,0,12335499,1.3
1675526194,0,12420000,0.7
1675526197,0,12504000,0.3
1675526200,0,12588000,0.7
1675526203,0,12672000,1.0
1675526206,0,12756000,0.8
1675526209,0,12840500,0.5
1675526212,0,12924999,0.5
1675526215,0,13008999,0.3
1675526218,0,13092999,0.3
1675526221,0,13177499,0.8
1675526224,0,13258496,0.3
1675526227,0,13345499,0.8
1675526230,0,13430000,0.5
1675526233,0,13512999,0.8
1675526236,0,13597998,0.8
1675526239,0,13682000,0.5
1675526242,0,13766000,0.5
1675526245,0,13850500,0.7
1675526248,0,13934500,1.0
1675526251,0,14018999,0.7
1675526254,0,14102999,0.3
1675526257,0,14185998,0.7
1675526260,0,14270999,1.2
1675526263,0,14355499,2.2
1675526266,0,14438500,1.7
1675526269,0,14523998,28.6
1675526272,0,14607497,33.6
1675526275,0,14683481,1.8
1675526278,0,14776999,1.2
1675526281,0,14860999,0.5
1675526284,0,14944999,0.5
1675526287,0,15028999,3.3
1675526290,0,15112999,15.1
1675526293,0,15197499,23.0
1675526296,0,15280999,20.3
1675526299,0,15364997,15.5
1675526302,0,15449998,12.5
1675526305,0,15534000,11.8
1675526308,0,15618000,0.3
1675526311,0,15701998,0.5
1675526314,0,15786500,1.3
1675526317,0,15870500,0.5
1675526320,0,15955499,0.7
1675526323,0,16039499,0.8
1675526326,0,16125497,0.8
1675526329,0,16209497,0.5
1675526332,0,16290497,1.0
1675526335,0,16378000,0.5
1675526338,0,16462000,0.5
1675526341,0,16546000,0.5
1675526344,0,16629998,0.7
1675526347,0,16706981,1.0
1675526350,0,16798000,1.2
1675526353,0,16882000,1.0
1675526356,0,16966000,1.2
1675526359,0,17050000,0.5
1675526363,0,17134000,1.0
1675526366,0,17218000,1.0
1675526369,0,17295997,0.3
1675526372,0,17358983,0.8
1675526375,0,17418978,0.5
1675526378,0,17457966,1.5
1675526381,0,17500162,1.0
1675526384,0,17606747,1.3
1675526387,0,17735917,1.0
1675526390,0,17816926,0.5
1675526393,0,17905916,0.8
1675526396,0,18011452,0.8
1675526399,0,18115966,0.5
1675526402,0,18189961,0.8
1675526405,0,18307996,0.8
1675526408,0,18395998,0.8
1675526411,0,18480000,1.3
1675526414,0,18564000,0.5
1675526417,0,18648000,0.5
1675526420,0,18732000,0.5
1675526423,0,18815499,0.7
1675526426,0,18900000,1.2
1675526429,0,18984000,0.8
1675526432,0,19068000,0.3
1675526435,0,19152000,1.0
1675526438,0,19233999,0.7
1675526441,0,19320500,0.7
1675526444,0,19404000,0.5
1675526447,0,19488500,0.8
1675526450,0,19551998,0.7
1675526453,0,19657998,0.8
1675526456,0,19740994,0.8
1675526459,0,19825499,0.7
1675526462,0,19902994,0.7
1675526465,0,19995497,0.7
1675526468,0,20079497,0.3
1675526471,0,20164500,0.5
1675526474,0,20248999,1.3
1675526477,0,20330498,0.3
1675526480,0,20418997,0.5
1675526483,0,20502498,0.5
1675526486,0,20585998,1.0
1675526489,0,20671499,0.7
1675526492,0,20756999,1.0
1675526495,0,20840999,0.5
1675526498,0,20923998,0.5
1675526501,0,21007995,9.0
1675526504,0,21083998,21.0
1675526507,0,21173499,22.6
1675526510,0,21255998,23.2
1675526513,0,21342995,12.2
1675526516,0,21424996,12.2
1675526519,0,21513998,3.8
1675526522,0,21596999,0.5
1675526525,0,21680997,0.5
1675526528,0,21766000,1.0
1675526531,0,21844995,0.5
1675526534,0,21934000,0.5
1675526537,0,22018000,0.7
1675526540,0,22102000,1.3
1675526543,0,22186000,0.7
1675526546,0,22270000,0.7
1675526549,0,22354500,0.8
1675526552,0,22438999,0.7
1675526555,0,22522999,0.5
1675526558,0,22606999,0.8
1675526561,0,22690999,1.2
1675526564,0,22774999,0.5
1675526567,0,22858999,0.5
1675526570,0,22943499,0.5
1675526573,0,23027998,0.5
1675526576,0,23111998,0.5
1675526579,0,23196999,0.5
1675526582,0,23273988,0.8
1675526585,0,23363499,0.5
1675526588,0,23442997,1.7
1675526591,0,23532999,1.2
1675526594,0,23616999,1.0
1675526597,0,23701499,0.7
1675526600,0,23785499,1.2
1675526603,0,23869999,0.5
1675526606,0,23946992,0.5
1675526609,0,24036999,1.0
1675526612,0,24120997,0.8
1675526615,0,24207996,0.8
1675526618,0,24291497,1.2
1675526621,0,24376498,1.5
1675526624,0,24457499,0.8
1675526627,0,24542998,0.7
1675526630,0,24622989,1.7
1675526633,0,24715497,0.5
1675526636,0,24797997,0.5
1675526639,0,24882996,0.7
1675526642,0,24968999,1.0
1675526645,0,25048995,0.3
1675526648,0,25116989,0.7
1675526651,0,25218996,1.0
1675526654,0,25307998,1.0
1675526657,0,25391497,0.7
1675526660,0,25464999,1.0
1675526663,0,25483998,0.3
1675526666,0,25483998,0.7
1675526669,0,25483998,4.9
1675526672,0,25483998,18.2
1675526675,0,25483998,20.1
1675526678,0,25483998,22.9
1675526681,0,25483998,16.4
1675526684,0,25483998,13.2
1675526687,0,25483998,8.1
1675526690,0,25483998,0.7
1675526693,0,25483998,0.3
1675526696,0,25483998,0.7
1675526699,0,25483998,0.2
1675526703,0,25483998,0.5
1675526706,0,25483998,0.8
1675526709,0,25483998,0.8
1675526712,0,25483998,2.0
1675526715,0,25483998,14.0
1675526718,0,25483998,21.6
1675526721,0,25483998,20.0
1675526724,0,25483998,18.9
1675526727,0,25483998,14.7
1675526730,0,25483998,8.0
1675526733,0,25483998,0.7
1675526736,0,25483998,1.0
1675526739,0,25483998,1.0
1675526742,0,25483998,1.5
1675526745,0,25483998,1.7
1675526748,0,25483998,1.0
1675526751,0,25483998,0.5
1675526754,0,25483998,0.5
1675526757,0,25483998,0.7
1675526760,0,25483998,0.7
1675526763,0,25483998,1.0
1675526766,0,25483998,0.7
1675526769,0,25483998,0.3
1675526772,0,25483998,1.2
1675526775,0,25483998,1.2
1675526778,0,25483998,0.5
1675526781,0,25483998,0.2
1675526784,0,25483998,0.5
1675526787,0,25483998,9.0
1675526790,0,25483998,18.1
1675526793,0,25483998,24.6
1675526796,0,25483998,16.4
1675526799,0,25483998,14.8
1675526802,0,25483998,11.8
1675526805,0,25483998,0.8
1675526808,0,25483998,0.5
1675526811,0,25483998,0.8
1675526814,0,25483998,1.3
1675526817,0,25483998,0.3
1675526820,0,25483998,0.7
1675526823,0,25483998,0.3
1675526826,0,25483998,0.8
1675526829,0,25483998,1.0
1675526832,0,25483998,1.7
1675526835,0,25483998,1.3
1675526838,0,25483998,1.0
1675526841,0,25483998,0.8
1675526844,0,25483998,0.3
1675526847,0,25483998,1.2
1675526850,0,25483998,0.5
1675526853,0,25483998,0.8
1675526856,0,25483998,10.6
1675526859,0,25483998,20.2
1675526862,0,25483998,24.7
1675526865,0,25483998,20.1
1675526868,0,25483998,13.4
1675526871,0,25483998,10.8
1675526874,0,25483998,0.5
1675526877,0,25483998,0.5
1675526880,0,25483998,0.7
1675526883,0,25483998,0.8
1675526886,0,25483998,0.5
1675526889,0,25483998,0.7
1675526892,0,25483998,0.7
1675526895,0,25483998,0.8
1675526898,0,25483998,0.5
1675526901,0,25483998,0.5
1675526904,0,25483998,1.3
1675526907,0,25483998,0.5
1675526910,0,25483998,0.7
1675526913,0,25483998,0.8
1675526916,0,25483998,0.7
1675526919,0,25483998,0.7
1675526922,0,25483998,1.3
1675526925,0,25483998,1.7
1675526928,0,25483998,1.2
1675526931,0,25483998,1.0
1675526934,0,25483998,0.5
1675526937,0,25483998,0.8
1675526940,0,25483998,1.2
1675526943,0,25483998,0.8
1675526946,0,25483998,1.2
1675526949,0,25483998,0.8
1675526952,0,25483998,0.7
1675526955,0,25483998,0.7
1675526958,0,25483998,0.5
1675526961,0,25483998,0.5
1675526964,0,25483998,0.7
1675526967,0,25483998,0.7
1675526970,0,25483998,1.2
1675526973,0,25483998,0.3
1675526976,0,25483998,1.0
1675526979,0,25483998,1.3
1675526982,0,25483998,1.2
1675526985,0,25483998,1.2
1675526988,0,25483998,0.8
1675526991,0,25483998,0.5
1675526994,0,25483998,0.3
1675526997,0,25483998,12.5
1675527000,0,25483998,19.3
1675527003,0,25483998,21.0
1675527006,0,25483998,20.3
1675527009,0,25483998,14.1
