timestamp,staleness,product_count,cpu
1675525738,0,0,66.7
1675525741,0,0,0.2
1675525744,0,0,0.0
1675525747,0,2000,0.3
1675525750,0,36000,0.3
1675525753,0,83998,0.2
1675525756,0,150498,0.3
1675525759,0,235499,0.0
1675525762,0,320000,0.2
1675525765,0,404000,0.2
1675525768,0,487499,0.2
1675525771,0,572498,0.2
1675525774,0,657998,0.0
1675525777,0,738993,0.3
1675525780,0,826500,0.2
1675525783,0,910500,0.3
1675525786,0,994500,0.0
1675525789,0,1078999,0.2
1675525792,0,1162500,0.0
1675525795,0,1247998,0.3
1675525798,0,1331998,0.2
1675525801,0,1415499,0.2
1675525804,0,1498000,0.2
1675525807,0,1583499,0.3
1675525810,0,1668000,3.5
1675525813,0,1751998,1.5
1675525816,0,1836500,0.3
1675525819,0,1920999,4.8
1675525822,0,2004999,2.8
1675525825,0,2088999,0.2
1675525828,0,2172500,3.5
1675525831,0,2253495,0.3
1675525834,0,2341998,0.2
1675525837,0,2426000,0.5
1675525840,0,2504995,0.0
1675525843,0,2593998,0.2
1675525846,0,2676995,0.0
1675525849,0,2761999,0.3
1675525852,0,2845499,0.0
1675525855,0,2929998,0.2
1675525858,0,3013990,0.5
1675525861,0,3098999,0.3
1675525864,0,3183998,0.2
1675525867,0,3267998,0.5
1675525870,0,3351998,0.3
1675525873,0,3436000,0.0
1675525876,0,3518497,0.2
1675525879,0,3604500,0.2
1675525882,0,3688999,0.0
1675525885,0,3772999,0.0
1675525888,0,3851995,0.5
1675525891,0,3941998,0.2
1675525894,0,4024997,0.3
1675525897,0,4110000,0.8
1675525900,0,4194000,0.3
1675525903,0,4270971,0.2
1675525906,0,4362000,0.2
1675525909,0,4446498,0.2
1675525912,0,4530500,0.0
1675525915,0,4615499,0.3
1675525918,0,4699998,0.3
1675525921,0,4783998,0.0
1675525925,0,4869996,0.2
1675525928,0,4954000,0.2
1675525931,0,5038000,0.2
1675525934,0,5122000,0.0
1675525937,0,5206000,0.3
1675525940,0,5290000,0.0
1675525943,0,5374000,0.0
1675525946,0,5458000,0.2
1675525949,0,5542000,0.3
1675525952,0,5626000,0.0
1675525955,0,5710000,0.2
1675525958,0,5794000,0.3
1675525961,0,5878000,0.0
1675525964,0,5962000,0.0
1675525967,0,6040981,0.0
1675525970,0,6126492,0.3
1675525973,0,6214000,0.3
1675525976,0,6298000,0.2
1675525979,0,6382000,0.0
1675525982,0,6466000,0.5
1675525985,0,6550500,0.2
1675525988,0,6634995,0.3
