TimeSeries ID,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_NONE.resource.type="gce_instance" resource.label.project_id="csbench" resource.label.zone="europe-west1-b" resource.label.instance_id="8601442805429223541" metric.type="compute.googleapis.com/instance/cpu/utilization".instance_id:8601442805429223541.project_id:csbench.zone:europe-west1-b.instance_name:replica-5-experiment-3-europe-west1-b
instance_name,replica-5-experiment-3-europe-west1-b
project_id,csbench
zone,europe-west1-b
instance_id,8601442805429223541
Sun Feb 05 2023 11:04:00 GMT+0100 (Central European Standard Time),0.061613125824470705
Sun Feb 05 2023 11:04:10 GMT+0100 (Central European Standard Time),0.061613125824470705
Sun Feb 05 2023 11:04:20 GMT+0100 (Central European Standard Time),0.061613125824470705
Sun Feb 05 2023 11:04:30 GMT+0100 (Central European Standard Time),0.061613125824470705
Sun Feb 05 2023 11:04:40 GMT+0100 (Central European Standard Time),0.061613125824470705
Sun Feb 05 2023 11:04:50 GMT+0100 (Central European Standard Time),0.061613125824470705
Sun Feb 05 2023 11:05:00 GMT+0100 (Central European Standard Time),0.10666696150235017
Sun Feb 05 2023 11:05:10 GMT+0100 (Central European Standard Time),0.10666696150235017
Sun Feb 05 2023 11:05:20 GMT+0100 (Central European Standard Time),0.10666696150235017
Sun Feb 05 2023 11:05:30 GMT+0100 (Central European Standard Time),0.10666696150235017
Sun Feb 05 2023 11:05:40 GMT+0100 (Central European Standard Time),0.10666696150235017
Sun Feb 05 2023 11:05:50 GMT+0100 (Central European Standard Time),0.10666696150235017
Sun Feb 05 2023 11:06:00 GMT+0100 (Central European Standard Time),0.18239880241828138
Sun Feb 05 2023 11:06:10 GMT+0100 (Central European Standard Time),0.18239880241828138
Sun Feb 05 2023 11:06:20 GMT+0100 (Central European Standard Time),0.18239880241828138
Sun Feb 05 2023 11:06:30 GMT+0100 (Central European Standard Time),0.18239880241828138
Sun Feb 05 2023 11:06:40 GMT+0100 (Central European Standard Time),0.18239880241828138
Sun Feb 05 2023 11:06:50 GMT+0100 (Central European Standard Time),0.18239880241828138
Sun Feb 05 2023 11:07:00 GMT+0100 (Central European Standard Time),0.24493687361581284
Sun Feb 05 2023 11:07:10 GMT+0100 (Central European Standard Time),0.24493687361581284
Sun Feb 05 2023 11:07:20 GMT+0100 (Central European Standard Time),0.24493687361581284
Sun Feb 05 2023 11:07:30 GMT+0100 (Central European Standard Time),0.24493687361581284
Sun Feb 05 2023 11:07:40 GMT+0100 (Central European Standard Time),0.24493687361581284
Sun Feb 05 2023 11:07:50 GMT+0100 (Central European Standard Time),0.24493687361581284
Sun Feb 05 2023 11:08:00 GMT+0100 (Central European Standard Time),0.12858827948974963
Sun Feb 05 2023 11:08:10 GMT+0100 (Central European Standard Time),0.12858827948974963
Sun Feb 05 2023 11:08:20 GMT+0100 (Central European Standard Time),0.12858827948974963
Sun Feb 05 2023 11:08:30 GMT+0100 (Central European Standard Time),0.12858827948974963
Sun Feb 05 2023 11:08:40 GMT+0100 (Central European Standard Time),0.12858827948974963
Sun Feb 05 2023 11:08:50 GMT+0100 (Central European Standard Time),0.12858827948974963
Sun Feb 05 2023 11:09:00 GMT+0100 (Central European Standard Time),0.030200781957508145
Sun Feb 05 2023 11:09:10 GMT+0100 (Central European Standard Time),0.030200781957508145
Sun Feb 05 2023 11:09:20 GMT+0100 (Central European Standard Time),0.030200781957508145
Sun Feb 05 2023 11:09:30 GMT+0100 (Central European Standard Time),0.030200781957508145
Sun Feb 05 2023 11:09:40 GMT+0100 (Central European Standard Time),0.030200781957508145
Sun Feb 05 2023 11:09:50 GMT+0100 (Central European Standard Time),0.030200781957508145
Sun Feb 05 2023 11:10:00 GMT+0100 (Central European Standard Time),0.018170337371874627
Sun Feb 05 2023 11:10:10 GMT+0100 (Central European Standard Time),0.018170337371874627
Sun Feb 05 2023 11:10:20 GMT+0100 (Central European Standard Time),0.018170337371874627
Sun Feb 05 2023 11:10:30 GMT+0100 (Central European Standard Time),0.018170337371874627
Sun Feb 05 2023 11:10:40 GMT+0100 (Central European Standard Time),0.018170337371874627
Sun Feb 05 2023 11:10:50 GMT+0100 (Central European Standard Time),0.018170337371874627
Sun Feb 05 2023 11:11:00 GMT+0100 (Central European Standard Time),0.01857737461997978
Sun Feb 05 2023 11:11:10 GMT+0100 (Central European Standard Time),0.01857737461997978
Sun Feb 05 2023 11:11:20 GMT+0100 (Central European Standard Time),0.01857737461997978
Sun Feb 05 2023 11:11:30 GMT+0100 (Central European Standard Time),0.01857737461997978
Sun Feb 05 2023 11:11:40 GMT+0100 (Central European Standard Time),0.01857737461997978
Sun Feb 05 2023 11:11:50 GMT+0100 (Central European Standard Time),0.01857737461997978
Sun Feb 05 2023 11:12:00 GMT+0100 (Central European Standard Time),0.018592034979821315
Sun Feb 05 2023 11:12:10 GMT+0100 (Central European Standard Time),0.018592034979821315
Sun Feb 05 2023 11:12:20 GMT+0100 (Central European Standard Time),0.018592034979821315
Sun Feb 05 2023 11:12:30 GMT+0100 (Central European Standard Time),0.018592034979821315
Sun Feb 05 2023 11:12:40 GMT+0100 (Central European Standard Time),0.018592034979821315
Sun Feb 05 2023 11:12:50 GMT+0100 (Central European Standard Time),0.018592034979821315
Sun Feb 05 2023 11:13:00 GMT+0100 (Central European Standard Time),0.02054652216226697
Sun Feb 05 2023 11:13:10 GMT+0100 (Central European Standard Time),0.02054652216226697
Sun Feb 05 2023 11:13:20 GMT+0100 (Central European Standard Time),0.02054652216226697
Sun Feb 05 2023 11:13:30 GMT+0100 (Central European Standard Time),0.02054652216226697
Sun Feb 05 2023 11:13:40 GMT+0100 (Central European Standard Time),0.02054652216226697
Sun Feb 05 2023 11:13:50 GMT+0100 (Central European Standard Time),0.02054652216226697
Sun Feb 05 2023 11:14:00 GMT+0100 (Central European Standard Time),0.02045202967999939
Sun Feb 05 2023 11:14:10 GMT+0100 (Central European Standard Time),0.02045202967999939
Sun Feb 05 2023 11:14:20 GMT+0100 (Central European Standard Time),0.02045202967999939
Sun Feb 05 2023 11:14:30 GMT+0100 (Central European Standard Time),0.02045202967999939
Sun Feb 05 2023 11:14:40 GMT+0100 (Central European Standard Time),0.02045202967999939
Sun Feb 05 2023 11:14:50 GMT+0100 (Central European Standard Time),0.02045202967999939
Sun Feb 05 2023 11:15:00 GMT+0100 (Central European Standard Time),0.020584096186167522
Sun Feb 05 2023 11:15:10 GMT+0100 (Central European Standard Time),0.020584096186167522
Sun Feb 05 2023 11:15:20 GMT+0100 (Central European Standard Time),0.020584096186167522
