timestamp,staleness,product_count,cpu
1675592121,0,0,50.0
1675592124,0,0,0.0
1675592127,0,0,0.3
1675592130,0,500,0.0
1675592133,0,34000,0.3
1675592136,0,78496,0.2
1675592139,0,140998,0.0
1675592142,0,226999,0.2
1675592145,0,312000,0.2
1675592148,0,396000,0.3
1675592151,0,480000,0.3
1675592154,0,564000,0.0
1675592157,0,646491,0.0
1675592160,0,732000,0.3
1675592163,0,816000,0.3
1675592166,0,890489,0.3
1675592169,0,984000,0.0
1675592172,0,1068000,0.8
1675592175,0,1152000,0.3
1675592178,0,1236000,0.2
1675592181,0,1320000,0.2
1675592184,0,1404000,0.3
1675592187,0,1488000,0.0
1675592190,0,1572000,0.0
1675592193,0,1656000,1.2
1675592196,0,1740000,0.0
1675592199,0,1824000,0.0
1675592202,0,1908000,0.3
1675592205,0,1992000,0.5
1675592208,0,2076000,3.3
1675592211,0,2160000,1.2
1675592214,0,2244000,0.3
1675592217,0,2314991,7.8
1675592220,0,2412000,0.2
1675592223,0,2496000,3.7
1675592226,0,2580000,0.2
1675592229,0,2660480,0.3
1675592232,0,2748999,0.0
1675592235,0,2833499,0.3
1675592238,0,2917000,0.5
1675592241,0,3001998,0.2
1675592244,0,3085998,0.0
1675592247,0,3169998,0.2
1675592250,0,3254498,0.0
1675592253,0,3338498,0.2
1675592256,0,3423497,0.2
1675592259,0,3506998,0.2
1675592262,0,3591998,0.2
1675592265,0,3675497,0.2
1675592268,0,3759497,0.3
1675592271,0,3842498,0.5
1675592274,0,3928999,0.2
1675592277,0,4012999,0.0
1675592280,0,4094998,0.2
1675592283,0,4178498,0.3
1675592286,0,4264999,0.0
1675592289,0,4350000,0.5
1675592292,0,4427992,0.0
1675592295,0,4517998,0.8
1675592298,0,4602000,0.0
1675592301,0,4685998,0.3
1675592304,0,4770000,0.2
1675592307,0,4854000,0.2
1675592310,0,4938000,0.3
1675592313,0,5021998,0.3
1675592316,0,5106500,0.2
1675592319,0,5190999,0.2
1675592322,0,5274999,0.5
1675592325,0,5357996,0.3
1675592328,0,5444000,0.0
1675592331,0,5528999,0.3
1675592334,0,5613499,0.0
1675592337,0,5697000,0.0
1675592340,0,5780500,0.0
1675592343,0,5865499,0.2
1675592346,0,5950498,0.5
1675592349,0,6033000,0.2
1675592352,0,6119996,0.5
1675592355,0,6202997,0.2
1675592358,0,6288995,0.2
1675592361,0,6372496,0.2
1675592364,0,6457499,0.2
1675592367,0,6542996,0.3
1675592370,0,6625996,0.0
1675592373,0,6709497,0.2
1675592376,0,6793495,0.3
1675592379,0,6878994,0.2
1675592382,0,6960997,0.0
1675592385,0,7047997,0.7
1675592388,0,7132997,0.0
1675592391,0,7217996,0.2
1675592394,0,7301497,0.2
1675592397,0,7380996,0.0
1675592400,0,7469996,0.2
1675592403,0,7555998,0.0
1675592406,0,7637996,0.7
1675592409,0,7721997,0.0
1675592412,0,7807495,0.2
1675592415,0,7886496,0.3
1675592418,0,7976500,0.0
1675592421,0,8060500,0.2
1675592424,0,8137495,0.0
1675592427,0,8228999,0.2
1675592430,0,8305986,0.0
1675592433,0,8394496,0.2
1675592437,0,8481998,0.0
1675592440,0,8565998,0.2
1675592443,0,8650498,0.2
1675592446,0,8733499,0.0
1675592449,0,8812985,0.3
1675592452,0,8901998,0.3
1675592455,0,8987499,0.2
1675592458,0,9068999,0.3
1675592461,0,9154999,0.0
1675592464,0,9240000,0.2
1675592467,0,9322498,0.0
1675592470,0,9408000,0.0
1675592473,0,9490498,0.2
1675592476,0,9576000,0.3
1675592479,0,9660000,0.3
1675592482,0,9744000,0.2
1675592485,0,9827998,0.3
1675592488,0,9912000,0.0
1675592491,0,9996000,0.5
1675592494,0,10080000,0.0
1675592497,0,10164000,0.3
1675592500,0,10248000,0.0
1675592503,0,10332000,0.5
1675592506,0,10416000,0.0
1675592509,0,10500000,0.2
1675592512,0,10584000,0.2
1675592515,0,10668000,0.5
1675592518,0,10752000,0.2
1675592521,0,10835998,0.8
1675592524,0,10920000,28.4
1675592527,0,11004000,28.1
1675592530,0,11088000,8.9
1675592533,0,11172500,0.0
1675592536,0,11256500,0.0
1675592539,0,11333989,0.0
1675592542,0,11424999,0.2
1675592545,0,11508999,0.0
1675592548,0,11593499,0.3
1675592551,0,11677499,0.3
1675592554,0,11760999,0.3
1675592557,0,11846000,0.2
1675592560,0,11930000,0.5
1675592563,0,12014000,3.5
1675592566,0,12098000,1.7
1675592569,0,12181499,0.2
1675592572,0,12266000,8.5
1675592575,0,12350000,0.5
1675592578,0,12434000,3.2
1675592581,0,12518000,0.0
1675592584,0,12602500,0.0
1675592587,0,12686500,0.2
1675592590,0,12770000,0.5
1675592593,0,12854999,0.3
1675592596,0,12938999,0.5
1675592599,0,13022000,0.0
1675592602,0,13106999,0.2
1675592605,0,13191998,0.3
1675592608,0,13276000,0.0
1675592611,0,13360000,0.3
1675592614,0,13444500,0.3
1675592617,0,13528500,0.3
1675592620,0,13612500,1.2
1675592623,0,13697499,0.2
1675592626,0,13781998,0.0
1675592629,0,13864498,0.2
1675592632,0,13950498,0.2
1675592635,0,14032999,0.0
1675592638,0,14119497,0.5
1675592641,0,14202997,0.0
1675592644,0,14288000,0.0
1675592647,0,14370997,0.0
1675592650,0,14456000,0.7
1675592653,0,14540000,0.2
1675592656,0,14624000,0.2
1675592659,0,14708000,0.2
1675592662,0,14786491,0.3
1675592665,0,14877499,0.0
1675592668,0,14961499,0.2
1675592671,0,15044500,0.2
1675592674,0,15129499,0.2
1675592677,0,15212999,0.0
1675592680,0,15298998,0.2
1675592683,0,15382498,0.3
1675592686,0,15465999,0.0
1675592689,0,15551997,0.2
1675592692,0,15628476,0.3
1675592695,0,15717499,1.0
1675592698,0,15804496,0.0
1675592701,0,15886998,0.2
1675592704,0,15969499,0.0
1675592707,0,16058499,0.0
1675592710,0,16138000,0.0
1675592713,0,16227495,0.2
1675592716,0,16312496,0.5
1675592719,0,16392995,0.2
1675592722,0,16479995,0.3
1675592725,0,16554492,0.0
1675592728,0,16647495,0.2
1675592731,0,16714492,0.2
1675592734,0,16813996,0.8
1675592737,0,16904498,0.2
1675592740,0,16983497,0.2
1675592743,0,17070994,0.5
1675592746,0,17159498,0.3
1675592749,0,17237495,0.0
1675592752,0,17325497,0.2
1675592755,0,17403499,0.2
1675592758,0,17498998,0.2
1675592762,0,17581499,0.2
1675592765,0,17664995,0.3
1675592768,0,17740494,0.2
1675592771,0,17834995,0.2
1675592774,0,17916494,0.7
1675592777,0,18005497,0.3
1675592780,0,18087998,0.0
1675592783,0,18169495,0.3
1675592786,0,18253497,0.0
1675592789,0,18333488,0.0
1675592792,0,18424996,0.0
1675592795,0,18505490,0.7
1675592798,0,18591994,0.2
1675592801,0,18678000,0.5
1675592804,0,18762000,0.7
1675592807,0,18846000,0.0
1675592810,0,18932498,0.0
1675592813,0,19015998,0.2
1675592816,0,19100997,0.2
1675592819,0,19175494,0.5
1675592822,0,19272500,0.2
1675592825,0,19345994,0.0
1675592828,0,19440999,0.0
1675592831,0,19524500,0.2
1675592834,0,19608999,0.0
1675592837,0,19684987,0.2
1675592840,0,19777499,0.2
1675592843,0,19860999,0.2
1675592846,0,19946000,0.8
1675592849,0,20030000,0.0
1675592852,0,20114000,0.2
1675592855,0,20198000,0.2
1675592858,0,20282000,0.2
1675592861,0,20366000,0.7
1675592864,0,20450000,0.2
1675592867,0,20528975,0.2
1675592870,0,20618000,0.2
1675592873,0,20702000,0.3
1675592876,0,20786000,0.3
1675592879,0,20870000,0.3
1675592882,0,20954000,0.0
1675592885,0,21038000,0.5
1675592888,0,21122000,0.3
1675592891,0,21206000,0.0
1675592894,0,21290000,0.3
1675592897,0,21374000,0.0
1675592900,0,21458000,3.5
1675592903,0,21542000,1.3
1675592906,0,21626000,1.5
1675592909,0,21710000,7.9
1675592912,0,21794000,0.7
1675592915,0,21878000,0.5
1675592918,0,21962000,3.3
1675592921,0,22046000,0.0
1675592924,0,22130000,0.3
1675592927,0,22214000,0.0
1675592930,0,22290986,0.2
1675592933,0,22382000,0.0
1675592936,0,22467000,0.2
1675592939,0,22550500,0.2
1675592942,0,22635998,0.3
1675592945,0,22719998,0.3
1675592948,0,22804498,0.0
1675592951,0,22888498,0.5
1675592954,0,22973497,0.3
1675592957,0,23056998,0.3
1675592960,0,23141996,0.3
1675592963,0,23225998,0.2
1675592966,0,23309497,1.3
1675592969,0,23394999,0.5
1675592972,0,23478999,7.7
1675592975,0,23562999,0.5
1675592978,0,23647499,3.5
1675592981,0,23731499,0.0
1675592984,0,23815499,0.2
1675592987,0,23899998,0.0
1675592990,0,23983998,0.5
1675592993,0,24066996,0.0
1675592996,0,24152998,0.8
1675592999,0,24237997,0.2
1675593002,0,24321498,0.2
1675593005,0,24404498,0.0
